id,Client Name,Position,Status,Vertical,Sub Vertical,Functional Expertise,Physical Address,Type,Min High Pressure Phone Sales Experience  (Months),Min Experience in selling In specified vertical (Months),FFM,License,Health Sherpa,TLD Experience,States,Required states,Avg  Age of current employees (years),Office Hours,Weekly Base,Draw,Commission,Avg Weekly Income,Revenue,Job URL,Hot,Hire Rate,4 week attrition rate,Zip,City,Description,Info,LatLon,Latitude,Longitude
56,Affordable Health Network LLC,Licensed Health Insurance Agent,hold,health,aca,sales,"550 Fairway Dr Suite 203a, Deerfield Beach, FL 33441, USA",in_person,1,0,True,True,False,False,1.0,,25,"Monday to Friday, 915AM-630PM  EST",,$600.00 ,$15/member $150 + $250 bonus 200 deals $500 bonus $30/referral,2250,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35721,0,1,1,,Deerfield Beach,"Licensed Health Insurance Agent at Affordable Health Network LLC, located at 550 Fairway Dr Suite 203a, Deerfield Beach, FL 33441, USA (). Status: hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 1 months, Min Experience in selling in specified vertical: 0 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 1.0, Required states: nan, Avg Age of current employees: 25 years, Office Hours: Monday to Friday, 915AM-630PM EST. Weekly Base: nan, Draw: $600.0 Commission: $15/member $150 + $250 bonus 200 deals $500 bonus $30/referral, Avg Weekly Income: 2250, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35721, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Health Insurance Agent at Affordable Health Network LLC would likely have experience in health and aca verticals, with at least 1 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday to Friday, 915AM-630PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 1.0.","(26.3253899, -80.1147593)",26.3253899,-80.1147593
57,Affordable Health Network LLC,Bilingual Licensed Health Insurance Agent,open,,aca,sales,"550 Fairway Dr Suite 203a, Deerfield Beach, FL 33441, USA",in_person,1,0,True,True,False,False,1.0,,25,"Monday to Friday, 915AM-630PM  EST",,$600.00 ,$15/member $150 + $250 bonus 200 deals $500 bonus $30/referral,2250,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35824,0,1,1,,Deerfield Beach,"Bilingual Licensed Health Insurance Agent at Affordable Health Network LLC, located at 550 Fairway Dr Suite 203a, Deerfield Beach, FL 33441, USA (). Status: open. Vertical: nan, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 1 months, Min Experience in selling in specified vertical: 0 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 1.0, Required states: nan, Avg Age of current employees: 25 years, Office Hours: Monday to Friday, 915AM-630PM EST. Weekly Base: nan, Draw: $600.0 Commission: $15/member $150 + $250 bonus 200 deals $500 bonus $30/referral, Avg Weekly Income: 2250, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35824, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Bilingual Licensed Health Insurance Agent at Affordable Health Network LLC would likely have experience in nan and aca verticals, with at least 1 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday to Friday, 915AM-630PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 1.0.","(26.3253899, -80.1147593)",26.3253899,-80.1147593
58,Call Health,Remote Licensed ACA Health Insurance Agent,open,health,aca,sales,,remote,3,6,True,True,False,False,15.0,,34,"9 AM  5 PM, Monday  Friday",$500.00 ,, $20 per application commission once the daily minimum of 15 applications is met,2000,$75.00 ,https://worxwebsolutions.vincere-digital.io/job/remote-licensed-aca-health-insurance-agent-35756,0,1,1,,,"Remote Licensed ACA Health Insurance Agent at Call Health, located at nan (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 15.0, Required states: nan, Avg Age of current employees: 34 years, Office Hours: 9 AM  5 PM, Monday  Friday. Weekly Base: $500.0 Draw: nan, Commission: $20 per application commission once the daily minimum of 15 applications is met, Avg Weekly Income: 2000, Revenue: $75.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/remote-licensed-aca-health-insurance-agent-35756, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Remote Licensed ACA Health Insurance Agent at Call Health would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from 9 AM  5 PM, Monday  Friday. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 15.0.","(None, None)",,
59,Lifetime Health Solutions,Licensed ACA Health Insurance Agent,open,health,aca,sales,"1515 S Federal Hwy #404, Boca Raton, FL 33432, USA",in_person,6,6,True,True,False,False,11.0,"AL, AZ, IN, LA, MI, MS, NE, NH, OK, SC, TN",28,10am-6pm Monday-Friday EST,$500.00 ,, 0-50 is $10 51-100 is $15 101+ is $20,1800,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35608,0,1,1,,Boca Raton,"Licensed ACA Health Insurance Agent at Lifetime Health Solutions, located at 1515 S Federal Hwy #404, Boca Raton, FL 33432, USA (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 11.0, Required states: AL, AZ, IN, LA, MI, MS, NE, NH, OK, SC, TN, Avg Age of current employees: 28 years, Office Hours: 10am-6pm Monday-Friday EST. Weekly Base: $500.0 Draw: nan, Commission: 0-50 is $10 51-100 is $15 101+ is $20, Avg Weekly Income: 1800, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35608, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Lifetime Health Solutions would likely have experience in health and aca verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-6pm Monday-Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 11.0.","(26.336331, -80.0874)",26.336331,-80.0874
60,Lifetime Health Solutions,Licensed Retention Specialist,hold,health,aca,retention,"1515 S Federal Hwy #404, Boca Raton, FL 33432, USA",in_person,6,6,False,True,False,False,,,26,10am-6pm Monday-Friday EST,,,,1000,$75.00 ,,0,1,1,,Boca Raton,"Licensed Retention Specialist at Lifetime Health Solutions, located at 1515 S Federal Hwy #404, Boca Raton, FL 33432, USA (). Status: hold. Vertical: health, Sub Vertical: aca. Functional Expertise: retention. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 26 years, Office Hours: 10am-6pm Monday-Friday EST. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1000, Revenue: $75.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Retention Specialist at Lifetime Health Solutions would likely have experience in health and aca verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-6pm Monday-Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.336331, -80.0874)",26.336331,-80.0874
61,Lifetime Health Solutions,Health Insurance Verification Specialist,hold,health,aca,retention,"1515 S Federal Hwy #404, Boca Raton, FL 33432, USA",in_person,6,6,False,False,False,False,,,26,10am-6pm Monday-Friday EST,,,,1000,$75.00 ,,0,1,1,,Boca Raton,"Health Insurance Verification Specialist at Lifetime Health Solutions, located at 1515 S Federal Hwy #404, Boca Raton, FL 33432, USA (). Status: hold. Vertical: health, Sub Vertical: aca. Functional Expertise: retention. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 26 years, Office Hours: 10am-6pm Monday-Friday EST. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1000, Revenue: $75.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Verification Specialist at Lifetime Health Solutions would likely have experience in health and aca verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-6pm Monday-Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.336331, -80.0874)",26.336331,-80.0874
62,Heightened Health Insurance,Health Insurance Sales Agent,open,health,aca_limited,sales,"2200 N Federal Hwy #210, Boca Raton, FL 33431, USA",in_person,6,6,False,True,False,False,,,28,9AM-6PM Monday-Friday some saturdays,$500.00 ,,,"$1,600 ",$100.00 ,https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-agent-35722,0,1,1,,Boca Raton,"Health Insurance Sales Agent at Heightened Health Insurance, located at 2200 N Federal Hwy #210, Boca Raton, FL 33431, USA (). Status: open. Vertical: health, Sub Vertical: aca_limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 28 years, Office Hours: 9AM-6PM Monday-Friday some saturdays. Weekly Base: $500.0 Draw: nan, Commission: nan, Avg Weekly Income: $1,60 Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-agent-35722, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at Heightened Health Insurance would likely have experience in health and aca_limited verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9AM-6PM Monday-Friday some saturdays. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.374145, -80.076388)",26.374145,-80.076388
63,Impact Marketing,Licensed Final Expense Sales Agent,open,health,final_expense,sales,"3111 N University Dr, Coral Springs, FL 33065, USA",in_person,6,6,False,True,False,False,5.0,,32,10am-5:30pm Monday-Friday EST,$300.00 ,, 130% based on the monthly premium sold,"$2,000 ",$150.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-final-expense-agent-35931,0,1,1,,Coral Springs,"Licensed Final Expense Sales Agent at Impact Marketing, located at 3111 N University Dr, Coral Springs, FL 33065, USA (). Status: open. Vertical: health, Sub Vertical: final_expense. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: 5.0, Required states: nan, Avg Age of current employees: 32 years, Office Hours: 10am-5:30pm Monday-Friday EST. Weekly Base: $300.0 Draw: nan, Commission: 130% based on the monthly premium sold, Avg Weekly Income: $2,00 Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-final-expense-agent-35931, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Final Expense Sales Agent at Impact Marketing would likely have experience in health and final_expense verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-5:30pm Monday-Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 5.0.","(26.2689228, -80.2493234)",26.2689228,-80.2493234
64,Positive Marketing,Licensed Final Expense Sales Agent,open,health,final_expense,sales,"7726 Winegard Rd #3, Pine Castle, FL 32809, USA",in_person,6,6,False,True,False,False,10.0,,36,Monday-Friday 9AM-6PM  EST,,,150% agent comps,1800,$150.00 ,,0,1,1,,Pine Castle,"Licensed Final Expense Sales Agent at Positive Marketing, located at 7726 Winegard Rd #3, Pine Castle, FL 32809, USA (). Status: open. Vertical: health, Sub Vertical: final_expense. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: nan, Avg Age of current employees: 36 years, Office Hours: Monday-Friday 9AM-6PM EST. Weekly Base: nan, Draw: nan, Commission: 150% agent comps, Avg Weekly Income: 1800, Revenue: $150.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Final Expense Sales Agent at Positive Marketing would likely have experience in health and final_expense verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday-Friday 9AM-6PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(28.450953, -81.384158)",28.450953,-81.384158
65,Positive Marketing,Remote Licensed Final Expense Sales Agent,open,health,final_expense,sales,,remote,6,6,False,True,False,False,10.0,,36,Monday-Friday 9AM-6PM  EST,,,150% agent comps,1800,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/remote-licensed-final-expense-agent-35861,0,1,1,,,"Remote Licensed Final Expense Sales Agent at Positive Marketing, located at nan (). Status: open. Vertical: health, Sub Vertical: final_expense. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: nan, Avg Age of current employees: 36 years, Office Hours: Monday-Friday 9AM-6PM EST. Weekly Base: nan, Draw: nan, Commission: 150% agent comps, Avg Weekly Income: 1800, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/remote-licensed-final-expense-agent-35861, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Remote Licensed Final Expense Sales Agent at Positive Marketing would likely have experience in health and final_expense verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from Monday-Friday 9AM-6PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(None, None)",,
66,ACA Insurance Advisors LLC,Licensed ACA Health Insurance Agent,open,health,aca,sales,"1301 Seminole Blvd #126, Largo, FL 33770, USA",in_person,6,6,True,True,False,False,6.0,"TX, NC, SC, GA, FL, LA.",33,10am-6pm Monday-Friday EST,$600.00 ,,$10 to $30 per deal depending on volume and CPA,2200,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35895,0,1,1,,Largo,"Licensed ACA Health Insurance Agent at ACA Insurance Advisors LLC, located at 1301 Seminole Blvd #126, Largo, FL 33770, USA (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 6.0, Required states: TX, NC, SC, GA, FL, LA., Avg Age of current employees: 33 years, Office Hours: 10am-6pm Monday-Friday EST. Weekly Base: $600.0 Draw: nan, Commission: $10 to $30 per deal depending on volume and CPA, Avg Weekly Income: 2200, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35895, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at ACA Insurance Advisors LLC would likely have experience in health and aca verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-6pm Monday-Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 6.0.","(27.9090748, -82.7877044)",27.9090748,-82.7877044
